,1,2,3,4,5,6,7,8,9
empanadas,0,0,0,0,0,0,0,0,0
srilanka,0,0,0,0,0,0,0,0,0
mystical,1,0,0,2,0,0,0,0,2
timecop,0,0,0,0,0,0,0,0,0
bedsheet,0,0,2,0,1,2,0,0,0
quantum,0,0,0,0,0,0,0,0,0
anger,4,0,3,2,0,0,0,0,2
evangelical,0,0,0,0,0,0,0,2,0
mums,1,0,0,0,0,0,0,1,0
loch,0,0,0,1,0,0,1,0,0
europe,0,0,0,0,0,0,0,0,0
vybe,2,1,0,2,0,0,2,0,1
tether,1,4,0,1,0,0,0,0,1
refresh,0,0,0,0,0,0,0,0,0
onomonopeia,2,0,1,0,0,0,0,1,1
keybaord,0,0,0,0,0,0,0,0,0
thinkpad,0,0,0,0,0,0,0,0,0
fishing rod,0,4,0,2,0,0,1,0,0
titling,0,0,0,0,0,0,0,0,0
flutes,0,0,0,0,0,0,0,0,0
democrat,0,0,0,0,0,0,0,0,0
headlights,0,0,0,2,0,0,3,0,1
windmills,0,0,0,0,0,0,0,0,0
brooklyn,0,0,0,0,0,0,0,0,0
carter,0,0,0,0,0,0,0,0,0
microcureent,0,0,0,0,0,0,0,0,0
conan,0,0,0,0,0,0,0,0,0
jurassic,0,0,0,0,0,0,0,0,0
height,0,0,0,0,0,0,0,0,0
racehorse,0,0,0,0,0,0,0,0,0
lacking,1,0,1,1,1,1,0,0,1
bookworm,0,0,0,0,0,0,0,0,0
billieeillish,0,0,0,0,0,0,0,0,0
moarning,1,0,1,1,2,2,0,4,1
fillings,0,0,0,0,2,0,0,0,0
angus,0,0,0,0,0,0,1,0,0
cheeses,0,0,0,0,0,0,0,0,0
scuttle,0,0,0,0,0,0,0,0,0
abate,0,0,0,0,0,0,0,0,0
turnip,0,0,0,0,0,0,0,0,0
possessions,0,3,0,1,1,0,0,0,0
existing,3,2,0,3,2,0,0,2,2
century,0,0,0,0,0,0,0,0,0
courtship,0,0,0,0,0,0,0,0,0
savanna,0,0,0,0,0,0,0,0,0
walked,0,3,1,0,0,0,1,2,0
pam anderson,0,0,0,0,0,0,0,0,0
floorboards,1,0,0,0,0,0,0,2,0
sack,0,2,0,0,0,0,0,0,0
neurodivergent,0,0,0,0,0,0,0,0,0
tacks,0,0,0,0,0,0,0,0,0
layover,0,0,0,0,0,0,0,0,0
exploitation,0,4,0,2,0,0,0,0,0
gummybears,0,0,0,0,0,0,0,0,0
quiter,1,0,1,0,1,0,0,2,0
splendid,0,0,0,0,0,0,0,0,0
capacitor,0,0,0,0,0,0,0,0,0
apopriate,0,0,0,0,0,0,0,0,0
regression,0,0,0,0,0,0,0,0,0
rescus,0,2,0,0,0,0,0,0,0
gloin,0,0,0,0,0,0,0,0,0
longhorn,0,0,0,0,0,0,0,0,0
asked,3,0,2,2,0,0,3,1,1
remembere]d,2,2,0,3,2,0,0,0,0
necrophilia,1,3,0,2,0,0,0,1,1
dumb,0,0,0,0,0,0,0,0,0
ferris,0,0,0,0,0,0,0,0,0
long johns,0,0,0,0,0,0,0,0,0
strides,0,1,0,1,0,0,0,0,0
houseplant,0,0,0,0,0,0,0,0,0
korma,0,0,0,0,0,0,0,0,0
bd,0,0,0,0,0,0,0,0,0
pyramid,0,0,0,0,0,0,0,0,0
sedimentary,0,0,0,0,0,0,0,0,0
bug,0,0,0,0,0,0,0,0,0
portal,0,0,0,0,0,0,0,0,0
intereating,0,0,0,0,0,0,0,0,0
smithsonian,0,0,0,0,0,0,0,0,0
deposit,0,2,0,0,1,0,0,0,0
dispute,3,0,1,2,0,0,0,0,0
exodus,0,3,0,0,0,0,0,0,0
yank,0,0,0,0,0,0,0,0,0
hinge,0,0,0,0,0,0,0,0,0
abduction,0,2,0,1,0,0,0,1,0
treatise,0,0,0,0,0,0,0,0,0
reservation,0,0,0,0,0,0,0,0,0
asap,0,0,0,0,0,0,0,0,0
scarlet,0,0,0,0,0,0,0,0,0
peck,0,0,0,0,0,0,0,0,0
litt,0,0,0,0,0,1,0,0,0
nosferatu,0,0,0,0,0,0,0,0,0
blusher,0,0,0,0,0,2,0,1,0
clinic,0,1,0,0,2,0,0,0,0
cremate,0,0,0,0,0,0,0,2,0
kardashians,0,0,0,0,0,0,0,0,0
goal,0,0,0,0,0,0,0,0,0
buying,0,0,0,2,0,0,0,0,0
icebergs,0,0,0,0,0,0,0,0,0
crustacean,0,0,0,0,0,0,0,0,0
knitted,1,0,1,0,1,1,0,0,1
cambodia,0,0,0,0,0,0,0,0,0
thiefs,0,0,0,0,0,0,0,0,0
exo,0,0,0,0,0,0,0,0,0
fiberrich,0,0,0,0,0,0,0,0,0
subhumanistic,1,3,0,1,0,0,0,0,0
delicate,1,3,0,1,0,0,0,2,0
highlighter,0,0,0,0,0,0,0,0,0
suburb,0,0,0,1,2,2,0,1,0
apollo,0,0,0,0,0,0,0,0,0
anxeity,3,0,2,3,2,0,3,2,2
flagstone,0,0,0,0,0,0,0,1,0
heroism,0,0,0,0,0,0,0,0,0
wentlakeswim,0,0,0,0,0,0,0,0,0
scrabble,0,0,0,0,0,0,0,0,0
kemp,0,0,0,0,0,0,0,0,0
hammock,0,0,0,0,0,0,0,0,0
blinded,2,0,0,2,0,0,1,0,0
agean,0,0,0,0,0,0,0,0,0
knief,0,2,0,1,0,0,0,0,0
flaunt,0,0,0,0,0,0,0,0,0
misdirection,3,2,2,2,0,0,0,0,0
troupe,0,2,0,0,0,0,0,0,0
bereft,3,0,0,2,2,0,0,2,2
sparingly,0,0,0,0,0,0,0,0,0
piracy,0,0,0,0,0,0,0,0,0
temperaturw,0,2,0,0,0,0,0,0,0
tallow,0,0,0,0,0,0,0,0,0
favorite,0,0,0,0,0,0,0,0,0
empowerment,2,0,0,2,0,1,0,0,0
energize,0,0,0,0,0,0,0,0,0
thats,0,0,0,0,0,0,0,0,0
affids,0,2,2,0,0,0,0,1,0
adrineline,1,0,1,0,0,0,3,0,0
supporters,0,0,0,0,0,0,0,0,0
fascet,0,0,0,0,0,0,0,0,0
straight up,2,0,1,0,0,0,0,0,0
elon,0,0,0,0,0,0,0,0,0
down,1,2,0,1,0,0,0,1,0
tickling,0,0,0,0,0,0,0,0,0
sauron,0,0,0,0,0,0,0,0,0
lighting,0,2,0,0,0,0,0,0,0
loony,0,0,0,2,0,0,0,0,0
completed,0,0,0,0,0,0,0,0,0
ressurrect,1,0,0,1,2,2,0,3,1
swinghigh,0,0,0,0,0,0,0,0,0
parkinglot,0,0,0,0,0,0,0,2,0
superman,0,0,0,0,0,0,0,0,0
sultanas,0,0,0,0,0,0,0,0,0
stribe,0,0,0,0,0,0,0,0,0
aiming,0,0,0,0,0,0,0,0,0
pillowcase,0,0,1,0,0,0,0,0,0
hollywood,0,0,0,0,0,0,0,0,0
crood,0,0,0,0,0,0,0,0,0
ramirez,0,0,0,0,0,0,0,0,0
ambidextrous,0,0,0,0,0,0,0,0,0
broke,2,0,0,0,0,0,0,0,0
moderate,0,0,0,0,0,0,0,0,0
sugar4,0,0,0,0,0,0,3,0,0
reasses,2,0,2,3,2,2,1,2,2
cathode,0,0,0,0,0,1,0,2,0
volvic,0,0,0,0,0,0,0,0,0
trolley,0,0,0,0,0,0,0,0,0
springs,0,2,0,0,0,0,0,0,0
digest,0,0,0,0,1,1,0,0,0
litterspongestraw,0,0,0,0,0,0,0,0,0
heliocopter,0,0,0,0,0,0,0,0,0
extreme,0,2,0,1,0,0,1,0,1
asparagus,0,0,0,0,0,0,0,0,0
consciousness,1,0,1,3,1,1,2,1,3
bedroom,0,0,4,0,2,2,0,0,0
grenn,1,0,0,1,0,0,3,0,0
wishes,0,0,0,0,0,0,0,0,0
greate,0,0,0,0,0,0,0,0,0
constance,0,0,0,0,0,0,0,0,0
starless,0,1,1,0,0,0,0,0,0
juno,0,0,0,0,0,0,0,0,0
intruder,1,0,0,0,0,0,3,0,1
menu,0,0,0,0,0,0,0,0,0
scrapbooking,0,0,0,0,0,0,0,0,0
sensuous,0,0,3,1,0,1,0,0,2
dissipate,0,0,0,0,0,0,0,0,0
pigtail,0,0,0,0,0,0,0,0,0
profound,1,0,0,2,0,0,0,0,2
interviews,0,3,2,0,0,0,0,1,0
diseased,0,0,0,0,0,0,0,0,0
responsiveness,3,0,1,0,0,0,1,0,1
bleary,0,0,2,1,0,0,0,1,1
laughingg,0,1,0,0,0,0,0,0,0
exensive,0,0,0,0,0,0,0,0,0
blur,1,0,1,2,0,0,1,2,0
gaining,0,0,0,0,0,0,0,0,0
jonesing,2,0,2,2,0,0,0,0,2
aspirations,0,0,0,0,0,0,0,0,0
attract,0,0,1,0,0,0,0,0,1
exoteric,0,0,0,0,0,0,0,0,0
typhoon,0,0,0,0,0,0,0,0,0
bollywood,0,0,0,0,0,0,0,0,0
agar,0,0,0,0,0,0,0,0,0
manicotti,0,0,0,0,0,0,0,0,0
perfection,0,0,0,0,0,0,0,0,0
vin,0,0,0,0,0,0,0,0,0
americandream,0,2,0,2,0,0,2,2,0
sorting,0,0,0,0,0,0,0,0,0
tire,0,1,0,1,0,0,1,0,0
carat,0,0,0,0,0,0,0,0,0
encumbered,1,1,1,1,0,0,0,1,0
tart,0,0,0,0,0,0,0,0,0
romper,0,0,0,0,0,0,0,0,0
follower,0,0,0,0,0,0,2,0,0
womb,0,0,0,0,1,1,0,0,0
monopolise,0,0,0,0,0,0,0,0,0
increased,0,0,0,0,0,0,0,0,0
lemmon,0,0,0,0,0,0,0,0,0
celiac,0,0,0,0,0,0,0,0,0
racetrack,0,0,0,0,0,0,0,0,0
celebs,0,0,0,0,0,0,0,0,0
electri,0,0,0,0,0,0,0,0,0
teardrop,1,0,0,0,0,0,0,2,0
barking,0,0,0,0,0,0,0,0,0
jangle,2,1,2,0,0,0,0,0,0
lawnmoer,1,0,0,1,0,0,0,0,0
moo,0,0,0,0,0,0,2,0,0
fort hood,0,0,0,0,0,0,0,0,0
taillight,0,0,0,0,0,0,1,0,0
violence,3,4,3,3,2,2,0,3,0
toons,0,0,0,0,0,0,0,0,0
pilgrim,0,0,0,0,0,0,0,0,0
standsit,0,0,0,0,0,0,0,0,0
chilhood,0,0,0,3,0,0,0,2,0
slow,0,0,0,0,0,0,0,0,0
gradual,0,0,0,0,0,0,0,0,0
quadratic,0,0,0,0,0,0,0,0,0
larson,0,0,0,0,0,0,0,0,0
toilet paper,0,0,0,0,0,0,0,0,0
presents,0,0,0,0,0,0,0,0,0
transcribed,0,3,2,0,1,0,0,0,0
smiley,0,0,0,0,0,0,0,0,0
worrisome,3,3,2,2,2,0,3,2,2
migrate,0,1,0,0,0,0,1,0,0
approximate,0,0,0,0,0,0,0,0,0
bleach,0,0,0,0,0,0,0,0,0
towel,0,0,0,0,0,3,0,0,0
wretch,1,2,0,0,0,0,0,0,0
ohone,0,0,0,0,0,0,0,0,0
funnelcake,0,0,0,0,0,0,0,0,0
created,0,2,0,1,1,1,0,0,0
turtles,0,0,0,0,0,0,0,0,0
ontology,0,0,0,0,0,0,0,0,0
tissue,1,0,0,0,1,2,0,2,0
chnage,0,0,0,0,0,0,0,0,0
patroleum,0,0,0,0,0,0,0,0,0
longdrive,0,1,0,1,0,0,3,0,0
josh,0,0,0,0,0,0,0,0,0
dong,0,0,1,0,0,0,1,0,1
plastic,0,2,0,0,0,0,0,0,0
lead,0,0,0,0,0,0,0,0,0
masked,2,2,0,1,0,0,0,0,1
pensive,2,0,2,3,2,2,1,2,2
ruthless,0,3,0,0,0,0,0,2,0
girlscout,0,0,0,0,0,0,0,0,0
exerminate,0,0,0,0,0,0,0,0,0
bursting,2,0,0,0,0,0,1,1,0
par,0,0,0,0,0,0,0,0,0
inone,0,0,0,0,0,0,0,0,0
yeste,0,0,0,0,0,0,0,0,0
skyscraper,0,0,0,0,0,0,0,0,0
nachos,0,0,0,0,0,0,0,0,0
optomistic,0,0,0,0,0,0,0,0,0
girly,1,0,0,1,0,3,0,0,1
explosive,3,0,2,0,0,0,0,0,0
leftovers,0,2,0,0,0,0,0,0,0
wi,0,0,0,0,0,0,0,0,0
interestingly,0,0,0,0,0,0,0,0,0
frayed,2,0,0,1,0,1,2,0,1
troop,0,2,0,0,0,0,0,0,0
dated,0,0,0,0,0,0,0,0,0
snowflak,0,0,0,0,0,0,0,0,0
rangers,0,0,0,0,0,0,0,0,0
steppe,0,0,0,0,0,0,0,0,0
yuck,0,0,0,0,0,0,0,0,0
dunes,0,0,0,0,0,0,0,0,0
chants,0,0,0,0,0,0,0,0,0
pedestrians,0,0,0,0,0,0,0,2,0
rationalize,2,3,2,2,1,0,0,0,0
gra,0,0,0,0,0,0,0,0,0
tilling,0,0,0,0,0,0,2,0,0
sunderland,0,0,0,0,0,0,0,0,0
timber,0,1,0,1,0,0,3,0,0
abel,0,0,0,0,0,0,0,0,0
order,0,0,0,0,1,0,0,2,1
esophogas,0,0,0,0,0,0,0,0,0
match,1,3,1,0,0,0,0,0,0
gollum,0,0,0,0,0,0,0,0,0
andc,0,0,0,0,0,0,0,0,0
minigun,0,0,0,0,0,0,0,0,0
bed rail,0,0,1,0,1,1,0,0,0
mozzerela,0,2,1,1,0,0,0,0,0
spelt,0,0,0,0,0,0,1,0,0
bastille,0,0,0,0,0,0,0,0,0
smite,0,0,0,0,0,0,0,0,0
invader,0,0,0,0,0,0,0,0,0
healer,0,0,0,0,0,0,0,0,0
above,0,0,0,0,0,0,0,0,0
awol,0,0,0,0,0,0,0,0,0
ventilator,0,0,0,0,0,0,0,0,0
restart,0,0,0,0,0,0,0,0,0
two-thousand,0,0,0,0,0,0,0,0,0
cosmetics,0,0,0,0,0,3,0,0,0
downtrodden,2,0,2,0,2,0,2,0,2
ill,0,2,0,0,0,0,0,2,0
brenda,0,0,0,0,0,0,0,0,0
finalfrontier,0,0,0,0,0,0,0,0,0
swear,4,0,3,0,0,0,0,0,0
happpening,1,2,1,1,1,1,1,2,1
phelegm,0,0,0,0,0,0,0,0,0
wit,0,0,0,0,0,0,0,0,0
yeet,0,0,0,0,0,0,0,0,0
narwhal,0,0,0,0,0,0,0,0,0
witchcraft,0,0,0,0,0,0,0,0,0
montior,0,0,0,0,0,0,0,0,0
dietician,0,0,0,0,0,0,0,0,0
impressionism,0,0,0,0,0,0,0,0,0
tawdry,0,3,0,1,0,0,0,0,0
minded,4,0,0,0,0,0,0,0,0
spiky,0,0,0,0,0,0,0,0,0
consiouse,2,3,1,2,0,0,0,0,0
triangles,0,0,0,0,0,0,0,0,0
passion,0,0,3,0,0,1,0,0,3
drachma,0,0,0,0,0,0,0,0,0
hallucinate,0,0,0,3,0,0,1,0,1
twentynine,0,0,0,0,0,0,0,0,0
nitroues,0,0,0,0,0,0,0,0,0
imbalance,2,0,2,2,0,0,2,0,2
sentence,0,2,0,0,0,0,0,3,0
flags,0,0,0,0,0,0,0,0,0
fermentation,2,4,2,2,0,0,0,0,2
harvard,0,0,0,0,0,0,0,0,0
cosy,0,0,0,0,1,1,0,0,0
undercover,0,0,0,0,0,0,0,0,0
ebol,0,0,0,0,0,0,0,0,0
padding,0,0,0,0,0,0,0,0,0
illegal,0,4,0,0,0,0,0,3,0
grimy,0,3,0,2,0,0,1,0,0
frazzle,2,0,1,0,0,0,2,0,2
possiblr,0,0,0,0,0,0,0,0,0
sibling,0,2,0,0,0,0,0,1,0
leftist,0,0,0,0,0,0,0,0,0
stays,0,3,0,0,1,1,0,0,0
desssert,0,1,0,0,0,0,0,0,0
baskeball,0,0,0,0,0,0,0,0,0
gut,2,0,0,0,0,0,2,0,1
cobbles,0,0,0,0,0,0,0,0,0
magnifyingglass,1,2,1,1,2,1,0,2,1
kiwis,0,0,0,0,0,0,0,0,0
celebrating,0,1,0,1,0,0,0,0,0
grammys,0,0,0,0,0,0,0,0,0
twin,0,0,0,0,0,0,0,0,0
parallel,0,0,0,0,0,0,0,0,0
sides,0,0,0,0,0,0,0,2,0
sanding,0,0,0,0,0,0,0,0,0
plasticuse,0,0,0,0,0,0,0,0,0
plow,0,0,0,0,0,0,2,0,0
highest,0,0,0,0,0,0,0,0,0
thisisengland,0,0,0,0,0,0,0,0,0
prawwn,0,1,0,1,0,0,0,0,0
wispy,0,0,0,0,0,1,0,1,0
overseas,0,0,0,0,0,0,0,0,0
treat,0,0,0,0,0,0,0,0,0
pixel,0,0,0,0,0,0,0,0,0
nucleus,0,0,0,0,0,0,0,0,0
sleepingbags,0,4,0,0,0,0,0,0,0
beverages,2,4,2,3,2,2,0,0,3
hatchlings,0,0,0,0,0,0,0,0,0
leap,0,0,0,0,0,0,0,0,0
nurturing,0,0,1,0,2,2,0,0,1
rewritten,0,0,0,0,0,0,0,0,0
teachings,0,0,0,0,0,0,0,0,0
fridge,0,0,4,0,0,0,0,0,0
deathly,3,4,2,3,3,3,0,4,2
introvert,0,0,0,0,0,0,0,0,0
belle,0,0,0,0,0,0,0,0,0
emily,0,0,0,0,0,0,0,0,0
romantic,0,0,2,1,0,0,0,0,2
daytime,0,0,1,2,1,1,0,2,0
snoq,0,0,0,0,0,0,0,0,0
macchiato,0,0,0,0,0,0,0,0,0
alkaline,0,0,0,0,0,0,0,0,0
schoo,0,2,0,0,1,1,0,0,0
businessman,0,0,0,0,0,0,0,2,0
neighbour,0,0,0,0,0,0,0,2,0
pigs,0,0,0,0,0,0,0,0,0
patronize,0,0,0,0,0,0,0,0,0
wedding,0,0,0,0,0,0,0,0,0
openspace,0,0,0,2,0,0,1,0,0
acuity,2,0,0,1,0,0,1,0,0
stylus,0,0,0,0,0,0,0,0,0
pixar,0,0,0,0,0,0,0,0,0
booksack,0,0,0,0,0,0,0,0,0
hot spring,0,0,0,0,0,0,0,0,0
lacuna,0,0,0,0,0,0,0,0,0
edges,1,2,0,2,0,0,1,0,0
picnic,0,0,0,4,0,0,0,0,0
whipcream,0,0,0,0,0,0,0,0,0
ankles,0,0,0,0,0,0,1,2,0
nicest,0,0,0,0,0,0,0,2,0
oregon,0,0,0,0,0,0,0,0,0
deserve,0,0,0,0,0,0,0,0,0
legalise,0,0,0,0,0,0,0,0,0
budgeting,0,0,0,0,0,0,0,0,0
rayman,0,0,0,0,0,0,0,0,0
happ7,0,0,0,0,0,0,0,0,0
syndey,0,0,0,0,0,0,0,0,0
hault,0,0,0,0,0,0,0,0,0
subtitles,0,0,0,0,0,0,0,0,0
panama,0,0,0,0,0,0,0,0,0
sportsday,0,0,0,0,0,0,0,0,0
horses,0,0,0,0,0,0,0,0,0
xmas,0,0,0,0,0,0,0,0,0
kidding,0,0,0,0,0,0,0,0,0
hot water,0,0,0,0,0,0,0,0,0
snuggled,0,0,0,0,0,0,0,0,0
valentine,0,0,0,0,0,0,0,0,0
oslo,0,0,0,0,0,0,0,0,0
macintosh,0,0,0,0,0,0,0,0,0
flew,0,0,0,0,0,0,0,0,0
fracture,0,0,0,0,0,0,0,0,0
cryo,0,0,0,0,0,0,0,0,0
micronutrients,0,0,0,0,0,0,0,0,0
thighgap,0,0,0,0,0,0,0,0,0
concave,0,0,0,0,0,0,0,0,0
jucy,0,0,0,0,0,0,0,0,0
lowcalorie,0,0,0,0,0,0,0,0,0
theo,0,0,0,0,0,0,0,0,0
greedy,0,0,0,0,0,0,0,0,0
flips,0,0,0,0,0,0,0,0,0
misplace,1,0,0,0,0,0,0,0,0
foretell,0,0,0,0,0,0,0,0,0
lapras,0,0,0,0,0,0,0,0,0
erst,0,0,0,1,0,0,0,1,0
infatuation,0,0,2,0,0,1,0,0,0
stank,0,0,0,0,0,0,0,0,0
assist,0,2,0,3,0,0,0,0,0
siding,0,0,0,1,0,0,0,0,0
sticker,0,0,0,0,0,0,0,0,0
trendy,0,0,0,0,0,0,0,1,0
hours,0,2,1,0,1,0,0,0,0
doppelganger,0,0,0,0,0,0,0,0,0
synchronize,0,0,0,0,0,0,0,0,0
fund-raising,0,0,0,0,0,0,0,0,0
special,0,0,0,0,0,0,0,0,0
pop,0,0,0,0,0,0,0,0,0
thoughtful,2,0,1,0,1,0,0,0,0
spitoon,0,0,0,0,0,0,0,0,0
indycar,0,0,0,0,0,0,0,0,0
brotherhood,1,4,1,2,0,0,0,0,1
hemp,0,1,0,0,0,0,0,0,0
changing,0,0,0,1,0,2,0,0,0
bacon,0,0,1,0,1,1,0,0,0
integrity,2,3,0,2,0,0,0,1,2
rev,0,0,0,0,0,0,0,2,0
checkered,0,0,0,0,0,0,0,1,0
upholstery,0,0,0,0,0,0,0,0,0
thump,1,0,0,0,0,0,0,0,0
awards,0,0,0,0,0,0,0,0,0
cyber,0,0,0,0,0,0,0,0,0
walke,0,0,0,0,0,0,0,0,0
agonizing,2,0,0,2,0,0,0,2,2
deflated,2,0,0,1,0,0,0,0,2
fristbite,0,0,0,0,0,0,0,0,0
multithread,0,0,0,0,0,0,0,0,0
undertone,3,3,0,3,0,0,0,0,2
base,2,3,0,2,0,0,0,0,0
dormant,0,0,0,0,0,0,0,0,0
ehhs,0,0,0,0,0,0,0,0,0
penicillin,0,0,0,0,0,0,0,0,0
councilling,0,0,0,0,0,0,0,0,0
draft,2,0,1,2,0,0,0,0,1
alfredo,0,0,0,0,0,0,0,0,0
davidson,0,0,0,0,0,0,0,0,0
brushes,0,0,0,0,0,0,0,0,0
mangle,0,3,0,4,0,0,0,1,0
nuon,0,0,0,0,0,0,0,0,0
wisemen,0,1,0,0,0,0,0,0,0
stacked,0,0,0,4,0,0,0,0,0
canvas,0,2,0,0,0,0,0,0,0
homeowrk,0,0,0,0,0,0,0,0,0
naperville,0,0,0,0,0,0,0,0,0
ratmole,0,0,0,0,0,0,0,0,0
august,0,0,0,0,0,0,0,0,0
segregated,0,0,0,0,0,0,0,0,0
speakerbox,0,0,0,0,0,0,0,1,0
aloe,0,0,0,0,0,0,0,0,0
savannah,0,0,0,0,0,0,0,0,0
narches,0,4,0,0,0,0,3,0,0
nostrils,0,0,0,0,0,0,0,0,0
odor,0,0,0,0,0,0,0,0,0
insignificant,0,0,0,0,0,0,0,0,0
symposium,0,0,0,0,0,0,0,0,0
restaurnt,0,0,0,0,0,0,0,0,0
heer,0,0,0,0,0,0,0,0,0
coulleges,0,0,0,0,0,0,0,0,0
nuetron,0,0,0,0,0,0,0,0,0
restlessness,3,0,2,1,2,0,3,1,1
listless,1,0,1,0,2,1,0,0,1
rollercoaster,0,0,0,0,0,0,0,0,0
drawings,0,0,0,0,0,0,0,0,0
stressfree,0,0,0,0,0,0,0,0,0
jagged,0,3,0,0,0,0,0,0,0
scamming,0,0,0,0,0,0,0,0,0
balanced,0,0,0,0,0,0,0,0,0
creation,0,0,0,0,0,0,0,0,0
system,0,0,0,0,0,0,0,0,0
suboptimal,0,0,0,0,0,0,0,0,0
foreboding,2,3,1,2,1,0,3,3,2
dungeons,0,0,0,0,0,0,0,0,0
scrumptious,1,1,0,1,0,0,0,0,0
cheetos,0,0,0,0,0,0,0,0,0
creaks,0,0,0,0,0,0,0,4,0
ao,0,0,0,0,0,0,0,0,0
automated,0,0,0,0,0,0,0,0,0
more,0,0,0,0,0,0,0,0,0
bin,0,0,0,0,0,0,0,0,0
compnay,0,0,0,0,0,0,0,0,0
footbal,0,0,0,0,0,0,0,0,0
slouch,1,0,3,2,0,1,0,1,2
museum,0,0,0,0,0,0,0,0,0
join,0,1,0,0,0,0,0,1,0
bough,0,4,0,1,0,0,1,0,0
robbery,0,0,0,0,0,0,0,0,0
quay,0,1,0,1,0,0,1,0,0
invest,0,1,0,0,1,0,0,1,0
model,0,0,0,0,0,1,0,0,0
legitimacy,2,3,2,2,0,0,0,2,1
juicey,2,0,0,1,2,0,0,0,0
popcorn,0,0,0,0,0,0,0,0,0
butts,3,0,1,0,0,0,0,0,0
molotov,0,0,0,0,0,0,0,0,0
ss,0,0,0,0,0,0,0,0,0
classmate,0,2,0,1,1,0,0,1,0
ravish,2,3,0,2,0,0,0,0,0
spontaneuos,0,1,0,0,0,0,0,0,0
amber,0,0,0,0,0,0,0,0,0
awake,1,0,3,1,3,1,1,1,1
cacophony,1,0,2,0,0,0,0,2,1
weekdays,0,0,0,0,0,0,0,0,0
vlog,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0
starfish,0,0,0,0,0,0,0,0,0
bulletin,0,1,0,0,1,0,0,1,0
afro,0,0,0,0,0,0,0,0,0
outside,2,4,0,3,0,0,2,2,0
hardcourt,0,0,0,0,0,0,0,0,0
lumped,0,0,0,0,0,0,0,0,0
verify,0,1,0,0,2,0,0,1,0
theophilus,0,0,0,0,0,0,0,0,0
seattable,0,0,0,0,0,0,0,0,0
eat,4,3,2,3,2,2,0,0,0
fencing,0,0,0,0,0,0,0,0,0
vase,0,0,0,0,0,0,0,1,0
streetlamp,0,0,0,0,0,0,0,0,0
innocent,3,4,0,2,0,0,0,2,0
bounty,0,0,0,0,0,0,0,0,0
autism,0,0,0,0,0,0,0,0,0
hypocris,2,3,1,1,0,0,0,2,3
blush,0,0,0,1,0,1,0,0,0
funera,0,0,0,0,0,2,0,4,0
proceedings,0,2,0,0,2,0,0,3,0
instead,1,2,0,0,0,0,0,0,0
weeping,1,0,0,1,1,0,0,3,1
lightpen,0,0,0,0,0,0,0,0,0
bou,0,0,0,0,0,0,0,0,0
crossover,0,0,0,0,0,0,0,0,0
mit,0,0,0,0,0,0,0,0,0
infrared,0,0,0,0,0,0,0,0,0
mushrooms,0,1,0,0,0,0,0,0,0
nod,2,0,0,0,0,0,0,0,0
dominos,0,1,0,0,0,0,0,0,0
insolation,0,0,0,0,0,0,0,0,0
swam,0,1,0,1,0,0,1,0,1
beatdown,0,0,0,0,0,0,0,0,0
thanks,0,0,0,0,0,0,0,0,0
these,0,0,0,0,0,0,0,1,0
often,0,0,0,0,0,0,0,0,0
fire;ace,0,3,0,0,0,0,0,0,0
bastard,0,0,0,0,0,0,0,0,0
annabella,0,0,0,0,0,0,0,0,0
wetfood,0,0,0,0,0,0,0,0,0
loiter,0,2,0,0,0,0,1,0,0
decant,0,0,0,0,0,0,0,0,0
vineyard,0,0,0,0,0,0,1,0,0
lintroller,0,0,0,0,0,0,0,0,0
rafting,0,0,0,0,0,0,0,0,0
arseholes,0,0,0,0,0,0,0,0,0
eunice,0,0,0,0,0,0,0,0,0
strwam,0,0,0,0,0,0,0,0,0
esteem,0,0,0,0,0,0,0,0,0
juicebox,0,0,0,0,0,0,0,0,0
binds,0,4,0,0,0,0,0,0,0
wrestle,0,0,0,0,0,0,0,0,0
zet,0,0,0,0,0,0,0,0,0
capitalism,0,0,0,0,0,0,0,0,0
entail,0,0,0,0,0,0,0,0,0
passengers,0,0,0,0,0,0,0,0,0
libya,0,0,0,0,0,0,0,0,0
ronald,0,0,0,0,0,0,0,0,0
entrepreneurial,0,0,0,0,0,0,0,0,0
residency,0,0,0,0,0,0,0,0,0
lilted,0,0,0,0,0,0,0,0,0
experiement,0,0,0,0,0,0,0,0,0
scholar,0,0,0,0,0,0,0,0,0
grassy,2,1,0,4,0,0,2,0,0
blueberry,0,0,0,0,0,0,0,0,0
unorganised,0,0,0,0,0,0,0,0,0
zits,0,0,0,0,0,0,0,0,0
pavilion,0,0,0,2,0,0,0,0,0
caspian,0,0,0,0,0,0,0,0,0
playground,0,0,0,0,0,0,0,0,0
inflation,0,0,0,0,0,0,0,0,0
brimming,0,0,0,0,0,0,0,0,0
eyelash,0,0,0,0,0,0,0,0,0
min,0,0,0,0,0,0,0,0,0
imprisonment,0,0,0,0,0,0,0,2,0
courts,0,1,0,0,0,0,0,2,0
wednesday,0,0,0,0,0,0,0,0,0
blizzard,0,0,0,0,0,0,0,0,0
chatgpt,0,0,0,0,0,0,0,0,0
loaner,0,0,0,0,0,0,0,0,0
splice,0,2,0,0,0,0,0,0,0
colleague,0,1,0,0,0,0,0,0,0
team,0,1,0,0,0,0,0,0,0
dorm,0,0,0,0,0,0,0,0,0
